BusinessEntityID,NationalIDNumber,LoginID,OrganizationNode,OrganizationLevel,JobTitle,BirthDate,MaritalStatus,Gender,HireDate,SalariedFlag,VacationHours,SickLeaveHours,CurrentFlag,rowguid,ModifiedDate
139,113393530,adventure-works\hung-fu0,/3/1/14/5/,4,Production Technician - WC20,23-10-71,S,M,06-01-10,0,0,20,1,065D8D5F-9504-4FFE-98DC-E69677F19F15,29-06-14 22:00
140,339233463,adventure-works\prasanna0,/3/1/14/6/,4,Production Technician - WC20,30-04-53,M,M,22-01-10,0,5,22,1,72ED240A-0FD8-4423-8A49-9078BA6BCF6C,29-06-14 22:00
141,872923042,adventure-works\min0,/3/1/14/7/,4,Production Technician - WC20,10-09-74,M,M,24-01-10,0,1,20,1,CC75C35D-1566-43FA-B2E9-D1E508EFDCD1,29-06-14 22:00
142,163347032,adventure-works\olinda0,/3/1/14/8/,4,Production Technician - WC20,04-04-70,S,F,04-03-10,0,3,21,1,6456CEC3-9B1E-4EBC-9FD8-732B93363F65,29-06-14 22:00
143,56772045,adventure-works\krishna0,/3/1/14/9/,4,Production Technician - WC20,05-09-71,S,M,13-02-10,0,2,21,1,42A506A5-0AC0-4148-B702-BB7B804EF98C,29-06-14 22:00
144,886023130,adventure-works\paul1,/3/1/14/10/,4,Production Technician - WC20,04-11-90,M,M,17-01-09,0,6,23,1,DC5BA622-B860-41EE-AF92-5FEB4779B589,29-06-14 22:00
145,386315192,adventure-works\cynthia0,/3/1/15/,3,Production Supervisor - WC30,18-08-81,S,F,27-01-09,0,69,54,1,F9E1DC46-0D03-4A8A-B693-1A964BC13E6C,29-06-14 22:00
146,160739235,adventure-works\jianshuo0,/3/1/15/1/,4,Production Technician - WC30,25-06-89,S,M,07-12-08,0,36,38,1,6FFF136A-9664-4EB9-9243-FAC76E21B9DD,29-06-14 22:00
147,604664374,adventure-works\sandra0,/3/1/15/2/,4,Production Technician - WC30,05-11-75,M,F,26-12-08,0,37,38,1,F69F3FF9-E1E0-4419-A6BF-F705E1556160,29-06-14 22:00
148,733022683,adventure-works\jason0,/3/1/15/3/,4,Production Technician - WC30,07-12-88,S,M,14-01-09,0,38,39,1,C16C501D-942D-4EB0-B5C4-EF8119FBEBA2,29-06-14 22:00
149,764853868,adventure-works\andy0,/3/1/15/4/,4,Production Technician - WC30,20-10-83,M,M,31-01-09,0,39,39,1,615A6BFE-3046-4037-9764-238535F725BE,29-06-14 22:00
150,878395493,adventure-works\michael5,/3/1/15/5/,4,Production Technician - WC30,18-09-82,M,M,26-02-09,0,35,37,1,2B0876D4-8996-4E71-A613-BE2E98E7ACCF,29-06-14 22:00
151,993310268,adventure-works\rostislav0,/3/1/15/6/,4,Production Technician - WC30,13-09-77,M,M,19-02-09,0,40,40,1,00027A8C-C2F8-4A31-ABA8-8A203638B8F1,29-06-14 22:00
152,319472946,adventure-works\yuhong0,/3/1/16/,3,Production Supervisor - WC20,06-04-77,M,M,01-02-09,0,41,40,1,F1A684F4-02DB-4B22-8977-6D8D3A21100E,29-06-14 22:00
153,568596888,adventure-works\hanying0,/3/1/16/1/,4,Production Technician - WC20,16-10-74,S,M,16-12-08,0,15,27,1,618B71BC-6E8C-492D-8862-B9EFB7A4E06A,29-06-14 22:00
154,97728960,adventure-works\raymond0,/3/1/16/2/,4,Production Technician - WC20,02-03-67,M,M,23-12-08,0,10,25,1,9F01E1FB-B893-40CC-9F5C-AAF89F9B7AF5,29-06-14 22:00
155,212801092,adventure-works\fadi0,/3/1/16/3/,4,Production Technician - WC20,15-02-89,S,M,04-01-09,0,16,28,1,9923376F-26D0-4845-9D99-CC3D696CAEB8,29-06-14 22:00
156,322160340,adventure-works\lane0,/3/1/16/4/,4,Production Technician - WC20,23-09-74,M,M,11-01-09,0,11,25,1,042427B8-3883-4A87-A6A3-724EE1690F49,29-06-14 22:00
157,812797414,adventure-works\linda1,/3/1/16/5/,4,Production Technician - WC20,05-10-77,S,F,03-02-09,0,12,26,1,F963F913-449E-4EBB-BFDA-FC0C3010DB65,29-06-14 22:00
158,300946911,adventure-works\shelley0,/3/1/16/6/,4,Production Technician - WC20,08-12-86,S,F,07-03-09,0,14,27,1,13942056-2930-4490-83CE-AF2386D5A5E7,29-06-14 22:00
159,404159499,adventure-works\terrence0,/3/1/16/7/,4,Production Technician - WC20,08-12-84,S,M,16-02-09,0,13,26,1,4DA76442-5EEF-41FB-AE19-16C55714F9AD,29-06-14 22:00
160,712885347,adventure-works\jeff0,/3/1/17/,3,Production Supervisor - WC45,15-01-77,M,M,21-01-09,0,74,57,1,7C7D459E-1F49-427D-9BD5-DE31880C85DC,29-06-14 22:00
161,275962311,adventure-works\kirk0,/3/1/17/1/,4,Production Technician - WC45,06-02-85,S,M,15-12-08,0,74,57,1,08D25BAA-167B-499C-8B51-31DCC856A8CF,29-06-14 22:00
162,514829225,adventure-works\laura0,/3/1/17/2/,4,Production Technician - WC45,25-12-80,S,F,03-01-09,0,75,57,1,FCCD65BA-2702-4409-AE56-75AF1710AC78,29-06-14 22:00
163,377784364,adventure-works\alex0,/3/1/17/3/,4,Production Technician - WC45,13-04-90,M,M,08-02-09,0,77,58,1,B96BC9C2-5A25-4A9B-887A-C7C10E47B80C,29-06-14 22:00
164,65848458,adventure-works\andrew1,/3/1/17/4/,4,Production Technician - WC45,24-09-88,S,M,06-03-09,0,73,56,1,A2A2CF20-4E5C-45F7-A7BD-1B94F0C3A43A,29-06-14 22:00
165,539490372,adventure-works\chris0,/3/1/17/5/,4,Production Technician - WC45,16-12-88,M,M,22-01-09,0,76,58,1,300223F3-5587-4230-909B-D9C4AFD6D683,29-06-14 22:00
166,60114406,adventure-works\jack0,/3/1/18/,3,Production Supervisor - WC30,22-06-83,S,M,21-02-09,0,68,54,1,69A47230-70EE-48FD-AC15-C39F3712FF14,29-06-14 22:00
167,498138869,adventure-works\david1,/3/1/18/1/,4,Production Technician - WC30,02-11-79,S,M,02-12-08,0,25,32,1,ED7EE92E-A9D0-4E3A-8DEE-4B143E459F7E,29-06-14 22:00
168,271438431,adventure-works\garrett0,/3/1/18/2/,4,Production Technician - WC30,25-08-84,S,M,07-12-08,0,34,37,1,A6F5F72F-AA03-41B7-8B6E-B123BD360753,29-06-14 22:00
169,351069889,adventure-works\susan1,/3/1/18/3/,4,Production Technician - WC30,02-04-83,S,F,14-12-08,0,31,35,1,F73D75D5-B47B-46EE-AD11-7BF13DD6C55D,29-06-14 22:00
170,476115505,adventure-works\george0,/3/1/18/4/,4,Production Technician - WC30,16-04-77,M,M,21-12-08,0,26,33,1,01B119A2-2AF3-4775-818E-B421FECB07A7,29-06-14 22:00
171,746373306,adventure-works\david3,/3/1/18/5/,4,Production Technician - WC30,03-08-81,S,M,02-01-09,0,32,36,1,84C358D4-2493-452C-B7D6-B212C893A009,29-06-14 22:00
172,364818297,adventure-works\marc0,/3/1/18/6/,4,Production Technician - WC30,24-10-86,M,M,16-01-09,0,22,31,1,1F151ABC-DB4A-431A-8A5D-15F46C5B8FFC,29-06-14 22:00
173,87268837,adventure-works\eugene0,/3/1/18/7/,4,Production Technician - WC30,15-07-87,S,M,21-01-09,0,33,36,1,1BA1D374-18AE-48ED-938F-6F5D2EEC4D4D,29-06-14 22:00
174,585408256,adventure-works\benjamin0,/3/1/18/8/,4,Production Technician - WC30,05-01-86,S,M,27-01-09,0,28,34,1,F1A6F824-895B-4A0F-AF1B-05FBA703E69F,29-06-14 22:00
175,259388196,adventure-works\reed0,/3/1/18/9/,4,Production Technician - WC30,08-01-89,M,M,02-02-09,0,23,31,1,B3967C00-7014-4960-AF15-B1A6D3094F6F,29-06-14 22:00
176,860123571,adventure-works\david7,/3/1/18/10/,4,Production Technician - WC30,23-09-85,M,M,14-02-09,0,29,34,1,85AFB689-7EAB-41A8-B154-9446195D5BDE,29-06-14 22:00
177,551346974,adventure-works\russell1,/3/1/18/11/,4,Production Technician - WC30,11-02-82,M,M,21-02-09,0,24,32,1,D54C7989-2675-4EF3-B392-370A8D264B2B,29-06-14 22:00
178,568626529,adventure-works\john3,/3/1/18/12/,4,Production Technician - WC30,24-03-82,S,M,03-03-09,0,27,33,1,96C7EAB1-6DEA-4C59-AFD8-923F0E8DE1F6,29-06-14 22:00
179,587567941,adventure-works\jan0,/3/1/18/13/,4,Production Technician - WC30,15-11-74,S,M,05-03-09,0,30,35,1,975F827D-BE71-4EB1-8DBF-E6C451D1FAD5,29-06-14 22:00
180,862951447,adventure-works\katie0,/3/1/19/,3,Production Supervisor - WC20,18-11-84,S,F,20-02-09,0,42,41,1,5BE8B211-CBE5-45D8-84FD-23F36A881473,29-06-14 22:00
181,545337468,adventure-works\michael0,/3/1/19/1/,4,Production Technician - WC20,17-11-84,S,M,09-12-08,0,20,30,1,4FD6FE82-535A-4DD1-BEB1-154A8B5E42F0,29-06-14 22:00
182,368920189,adventure-works\nitin0,/3/1/19/2/,4,Production Technician - WC20,01-12-86,S,M,28-12-08,0,21,30,1,EBBC6787-3F2D-4F6B-9EA3-4DEF02EF382E,29-06-14 22:00
183,969985265,adventure-works\barbara0,/3/1/19/3/,4,Production Technician - WC20,02-07-79,M,F,22-01-09,0,17,28,1,045C9CBB-3448-4599-9FA9-6C7A9F82F832,29-06-14 22:00
184,305522471,adventure-works\john2,/3/1/19/4/,4,Production Technician - WC20,05-04-86,M,M,09-02-09,0,18,29,1,BAB69951-28AD-4BCA-B5AC-032746D0CC6F,29-06-14 22:00
185,621932914,adventure-works\stefen0,/3/1/19/5/,4,Production Technician - WC20,21-12-75,S,M,28-02-09,0,19,29,1,B9EEBF9F-F694-4BC2-98EC-9B4FB0379EDF,29-06-14 22:00
186,551834634,adventure-works\shane0,/3/1/20/,3,Production Supervisor - WC45,24-05-90,S,M,08-02-09,0,75,57,1,2625C358-672A-4000-AD67-B8CD3F318285,29-06-14 22:00
187,713403643,adventure-works\yvonne0,/3/1/20/1/,4,Production Technician - WC45,15-04-89,M,F,09-12-08,0,79,59,1,83C6DABF-FD7D-4F5B-BB22-EB7EEBB9A772,29-06-14 22:00
188,435234965,adventure-works\douglas0,/3/1/20/2/,4,Production Technician - WC45,24-11-85,M,M,27-12-08,0,80,60,1,1AB0EDEB-7558-4734-8423-5A11B44DCA35,29-06-14 22:00
189,187369436,adventure-works\janeth0,/3/1/20/3/,4,Production Technician - WC45,24-07-72,S,F,15-01-09,0,81,60,1,8261B8CB-BC3F-4BCE-B364-86035D870263,29-06-14 22:00
190,456839592,adventure-works\robert0,/3/1/20/4/,4,Production Technician - WC45,28-02-85,S,M,02-02-09,0,82,61,1,2203154E-5EBD-4ACA-99BE-D835A3309D03,29-06-14 22:00
191,399658727,adventure-works\lionel0,/3/1/20/5/,4,Production Technician - WC45,14-03-88,S,M,26-02-09,0,78,59,1,231B1798-F67B-45C1-9688-265180F93D28,29-06-14 22:00
192,634335025,adventure-works\brenda0,/3/1/21/,3,Production Supervisor - WC40,28-02-83,M,F,05-03-09,0,71,55,1,714D519B-375E-4C5A-8491-C758D00CF95F,29-06-14 22:00
193,761597760,adventure-works\alejandro0,/3/1/21/1/,4,Production Technician - WC40,05-12-88,S,M,06-12-08,0,52,46,1,8C7321D2-2C64-4902-9D64-8F5C1EB7F747,29-06-14 22:00
194,295971920,adventure-works\fred0,/3/1/21/2/,4,Production Technician - WC40,25-06-89,S,M,12-12-08,0,47,43,1,45358AE8-0B0E-4C11-90BB-DAC3EC0D5C82,29-06-14 22:00
195,918737118,adventure-works\kevin1,/3/1/21/3/,4,Production Technician - WC40,25-12-85,S,M,17-12-08,0,58,49,1,DC7E95FF-275E-41C2-8ED3-686864F0540A,29-06-14 22:00
196,370487086,adventure-works\shammi0,/3/1/21/4/,4,Production Technician - WC40,04-10-80,M,M,24-12-08,0,53,46,1,9BEF0C94-7969-4905-9A42-CE469C754800,29-06-14 22:00
197,632092621,adventure-works\rajesh0,/3/1/21/5/,4,Production Technician - WC40,04-10-77,M,M,31-12-08,0,48,44,1,ACA7B40C-7AC0-4DAA-B4C7-1051D850D7D9,29-06-14 22:00
198,19312190,adventure-works\lorraine0,/3/1/21/6/,4,Production Technician - WC40,26-11-88,M,F,04-01-09,0,49,44,1,A63966B6-9AD6-40BC-AFD4-A83745879F4D,29-06-14 22:00
199,992874797,adventure-works\paula1,/3/1/21/7/,4,Production Technician - WC40,10-02-87,M,F,12-01-09,0,54,47,1,5DD2BE46-204F-4AF3-91F5-5EF082F6D6A6,29-06-14 22:00
200,749211824,adventure-works\frank0,/3/1/21/8/,4,Production Technician - WC40,06-09-87,M,M,17-01-09,0,56,48,1,DD9AD278-ED17-40CF-8619-BAF1BB9D1CF2,29-06-14 22:00
201,746201340,adventure-works\brian0,/3/1/21/9/,4,Production Technician - WC40,10-02-77,S,M,29-01-09,0,55,47,1,18D594A8-B4ED-43C0-9C43-6033FEAADF4E,29-06-14 22:00
202,436757988,adventure-works\tawana0,/3/1/21/10/,4,Production Technician - WC40,10-11-89,S,M,05-02-09,0,50,45,1,BB4A3E50-232E-4212-9FAF-E67429FEBC7D,29-06-14 22:00
203,693168613,adventure-works\ken1,/3/1/21/11/,4,Production Technician - WC40,28-05-81,M,M,24-02-09,0,51,45,1,699C00D8-C4AB-4CD2-A48F-37CBCB5BFCCA,29-06-14 22:00
204,440379437,adventure-works\gabe0,/3/1/21/12/,4,Production Technician - WC40,10-05-88,M,M,08-03-09,0,57,48,1,790C9A7C-264C-4D48-A9D3-E2571A8011D8,29-06-14 22:00
205,332349500,adventure-works\lori0,/3/1/22/,3,Production Supervisor - WC45,18-07-80,S,F,26-02-09,0,76,58,1,23D436FC-08F7-4988-8B4D-490AA4E8B7E7,29-06-14 22:00
206,835460180,adventure-works\stuart0,/3/1/22/1/,4,Production Technician - WC45,13-09-62,S,M,02-12-08,0,84,62,1,4F361B4F-7920-4037-9A0A-46D616F9B9C7,29-06-14 22:00
207,687685941,adventure-works\greg0,/3/1/22/2/,4,Production Technician - WC45,18-10-70,S,M,02-12-08,0,85,62,1,A36B5D6B-72A5-47F8-9F6B-5D922130E760,29-06-14 22:00
208,199546871,adventure-works\scott0,/3/1/22/3/,4,Production Technician - WC45,10-02-87,M,M,08-01-09,0,86,63,1,E35DA50A-BB51-4E08-8B8D-87EF4650247A,29-06-14 22:00
209,167554340,adventure-works\kathie0,/3/1/22/4/,4,Production Technician - WC45,01-11-90,M,F,27-01-09,0,87,63,1,25FC84D7-E013-44B8-82CD-63CD4723AF81,29-06-14 22:00
210,20244403,adventure-works\belinda0,/3/1/22/5/,4,Production Technician - WC45,17-09-69,S,F,20-02-09,0,83,61,1,F714B5EC-CA7C-4E6E-A812-2C5A119F4C30,29-06-14 22:00
211,398223854,adventure-works\hazem0,/3/2/,2,Quality Assurance Manager,26-10-77,S,M,28-02-09,1,80,60,1,05C84608-F445-4F9D-BB5C-0828C309C29D,26-12-14 8:17
212,885055826,adventure-works\peng0,/3/2/1/,3,Quality Assurance Supervisor,18-03-76,M,M,09-12-08,1,81,60,1,E249D613-36C9-4544-9B6F-6CE50E5E0DA5,29-06-14 22:00
213,343861179,adventure-works\sootha0,/3/2/1/1/,4,Quality Assurance Technician,05-12-66,M,M,23-02-10,0,85,62,1,A3DADF19-27F0-460A-9888-CE6CAA9E3583,29-06-14 22:00
214,131471224,adventure-works\andreas0,/3/2/1/2/,4,Quality Assurance Technician,28-03-89,M,M,02-02-09,0,84,62,1,F4DDD64F-DFFE-4DF3-AA17-D6BEA1924818,29-06-14 22:00
215,381772114,adventure-works\mark0,/3/2/1/3/,4,Quality Assurance Technician,30-04-86,S,M,15-01-09,0,83,61,1,6B63EF27-2C55-4F4C-BE29-FCE8B694DC4A,29-06-14 22:00
216,403414852,adventure-works\sean0,/3/2/1/4/,4,Quality Assurance Technician,06-03-76,S,M,28-12-08,0,82,61,1,34E128CF-D904-4327-8014-9DF0D5DE7D08,29-06-14 22:00
217,345106466,adventure-works\zainal0,/3/2/2/,3,Document Control Manager,30-01-76,M,M,04-01-09,0,77,58,1,DC60EEED-9F9F-4435-8666-4DE4FAFDE9C3,29-06-14 22:00
218,540688287,adventure-works\tengiz0,/3/2/2/1/,4,Control Specialist,28-04-90,S,M,16-12-08,0,76,58,1,C609B3B2-7969-410C-934C-62C34B63C4EE,29-06-14 22:00
219,242381745,adventure-works\sean1,/3/2/2/2/,4,Document Control Assistant,12-03-87,S,M,22-01-09,0,78,59,1,F78657A9-83EF-4B4D-9809-3C4C6D1A7BB4,29-06-14 22:00
220,260770918,adventure-works\karen0,/3/2/2/3/,4,Document Control Assistant,25-12-75,M,F,09-02-09,0,79,59,1,8A41ED23-7AE2-4C15-AA5D-9496E721F848,29-06-14 22:00
221,260805477,adventure-works\chris1,/3/2/2/4/,4,Control Specialist,26-05-87,M,M,06-03-09,0,75,57,1,45C358FB-9C7F-4D36-8EC7-3D89E9FD07F4,29-06-14 22:00
222,685233686,adventure-works\ascott0,/3/3/,2,Master Scheduler,17-09-68,S,M,12-12-08,0,44,42,1,13909262-4136-492F-BCA3-0B0E3773B03E,26-12-14 8:17
223,981495526,adventure-works\sairaj0,/3/3/1/,3,Scheduling Assistant,22-12-87,M,M,26-01-09,0,46,43,1,4D36A720-CE32-4C47-866A-DB7844449309,29-06-14 22:00
224,621209647,adventure-works\william0,/3/3/2/,3,Scheduling Assistant,06-11-81,M,M,07-01-09,0,45,42,1,1A68CD62-6FE9-4613-90D4-2CD178E4E54A,29-06-14 22:00
225,470689086,adventure-works\alan0,/3/3/3/,3,Scheduling Assistant,29-03-84,M,M,13-02-09,0,47,43,1,DE321854-B076-4D59-BB7B-42152031B108,29-06-14 22:00
226,368691270,adventure-works\brian1,/3/3/4/,3,Scheduling Assistant,11-08-84,M,M,03-03-09,0,48,44,1,DFA02733-C26E-4E31-99D8-9167E4E5131D,29-06-14 22:00
227,141165819,adventure-works\gary1,/3/4/,2,Facilities Manager,18-02-71,M,M,02-12-09,1,86,63,1,62F6EC59-5635-44F3-9CC1-2D8EEAF90A05,29-06-14 22:00
228,553069203,adventure-works\christian0,/3/4/1/,3,Maintenance Supervisor,18-01-76,M,M,14-12-08,1,92,66,1,4611C7C5-90A0-407F-B054-93BD51533609,29-06-14 22:00
229,879334904,adventure-works\lori1,/3/4/1/1/,4,Janitor,31-07-70,M,F,16-02-10,0,90,65,1,929FE187-EE24-4F5F-AF2A-F96324F09423,29-06-14 22:00
230,28414965,adventure-works\stuart1,/3/4/1/2/,4,Janitor,17-12-71,M,M,05-03-10,0,88,64,1,CC2791E6-7629-49C5-922A-81445AFDF033,29-06-14 22:00
231,153479919,adventure-works\jo1,/3/4/1/3/,4,Janitor,24-04-54,M,F,07-03-10,0,91,65,1,39AF5CCA-9B52-41E5-B510-72901D2578F6,29-06-14 22:00
232,646304055,adventure-works\pat0,/3/4/1/4/,4,Janitor,03-12-70,S,M,27-01-10,0,89,64,1,49238447-30EE-4009-993F-0B6C756AB436,29-06-14 22:00
233,552560652,adventure-works\magnus0,/3/4/2/,3,Facilities Administrative Assistant,27-08-71,M,M,21-12-09,0,87,63,1,0A4BCC09-ACE5-4481-9067-8B9ED70ECA18,29-06-14 22:00
234,184188301,adventure-works\laura1,/4/,1,Chief Financial Officer,06-01-76,M,F,31-01-09,1,0,20,1,D5E315A6-BD65-4D67-9D5F-81EF5C4EF8A6,29-06-14 22:00
235,535145551,adventure-works\paula0,/4/1/,2,Human Resources Manager,11-02-76,M,F,06-12-08,1,54,47,1,65028F15-4149-4DE5-B203-9D7EC86BAF87,29-06-14 22:00
236,476980013,adventure-works\grant0,/4/1/1/,3,Human Resources Administrative Assistant,16-04-76,S,M,25-02-09,0,53,46,1,4511ABBA-7F34-400E-907B-A663C20E1A41,29-06-14 22:00
237,416679555,adventure-works\hao0,/4/1/2/,3,Human Resources Administrative Assistant,17-04-77,S,M,06-02-09,0,52,46,1,FD53C4C8-B34E-460F-9EE5-747B07FE98B3,29-06-14 22:00
238,264306399,adventure-works\vidur0,/4/1/3/,3,Recruiter,01-08-84,S,M,01-01-09,0,50,45,1,47E76B59-B137-4572-AD55-6B3E68C13BD3,29-06-14 22:00
239,619308550,adventure-works\mindy0,/4/1/4/,3,Benefits Specialist,20-11-84,M,F,25-12-08,0,51,45,1,834D7AB6-06E6-4944-B42F-028CD4BD388E,29-06-14 22:00
240,332040978,adventure-works\willis0,/4/1/5/,3,Recruiter,18-07-78,S,M,13-12-08,0,49,44,1,A1D86ECC-EA17-4B1B-8369-F1D07AB0A469,29-06-14 22:00
241,30845,adventure-works\david6,/4/2/,2,Accounts Manager,08-07-83,M,M,30-01-09,1,57,48,1,2DC9D534-F5D1-4A14-8282-0A2A0EB6FD4D,29-06-14 22:00
242,363923697,adventure-works\deborah0,/4/2/1/,3,Accounts Receivable Specialist,06-03-76,M,F,18-12-08,0,60,50,1,09F75454-028C-46CA-BC08-0147BD0220D7,29-06-14 22:00
243,60517918,adventure-works\candy0,/4/2/2/,3,Accounts Receivable Specialist,23-02-76,S,F,06-01-09,0,61,50,1,9E9F713B-707C-4F7E-9504-DE188052A045,29-06-14 22:00
244,931190412,adventure-works\bryan1,/4/2/3/,3,Accounts Receivable Specialist,20-09-84,S,M,24-01-09,0,62,51,1,CB3E71EC-A381-4716-87DF-D3841AB9795A,29-06-14 22:00
245,363910111,adventure-works\barbara1,/4/2/4/,3,Accountant,04-01-76,M,F,18-02-09,1,58,49,1,3FFBA84E-8E97-4649-A5E1-859649D83AAE,29-06-14 22:00
246,663843431,adventure-works\dragan0,/4/2/5/,3,Accounts Payable Specialist,14-02-77,M,M,11-02-09,0,63,51,1,51C54D34-064B-44F7-A6B1-7702BD491980,29-06-14 22:00
247,519756660,adventure-works\janet0,/4/2/6/,3,Accounts Payable Specialist,09-03-79,M,F,01-03-09,0,64,52,1,0C641D77-8675-493F-9947-8C65136559CD,29-06-14 22:00
248,480951955,adventure-works\mike0,/4/2/7/,3,Accountant,01-07-79,S,M,08-03-09,1,59,49,1,AC35337D-7C75-4DEE-BB11-6564F257FE18,29-06-14 22:00
249,121491555,adventure-works\wendy0,/4/3/,2,Finance Manager,11-10-84,S,F,25-12-08,1,55,47,1,8F410408-4AA8-4D67-886D-530BFE4EBE3B,29-06-14 22:00
250,895209680,adventure-works\sheela0,/4/3/1/,3,Purchasing Manager,10-02-78,S,F,25-02-11,1,49,44,1,7D6B0155-0191-4599-8394-378EBDE63C9A,29-06-14 22:00
251,603686790,adventure-works\mikael0,/4/3/1/1/,4,Buyer,17-08-84,S,M,10-02-09,0,59,49,1,D0FD55FF-42FA-491E-8B3B-AB3316018909,29-06-14 22:00
252,792847334,adventure-works\arvind0,/4/3/1/2/,4,Buyer,21-08-74,M,M,28-02-09,0,60,50,1,51DE26F0-6ED9-4A70-B689-88EB882674B6,29-06-14 22:00
253,407505660,adventure-works\linda2,/4/3/1/3/,4,Buyer,30-11-70,M,F,17-12-09,0,56,48,1,ED06F9F4-2123-4C44-89D7-E43E1E1ABC2F,29-06-14 22:00
254,482810518,adventure-works\fukiko0,/4/3/1/4/,4,Buyer,24-11-70,M,M,04-01-10,0,57,48,1,36CD6636-C657-4FC7-9BFA-CC1BFA9102A2,29-06-14 22:00
255,466142721,adventure-works\gordon0,/4/3/1/5/,4,Buyer,29-11-66,M,M,11-01-10,0,52,46,1,2CB2D5C3-C437-49B1-9FFD-FAA096F6126F,29-06-14 22:00
256,367453993,adventure-works\frank2,/4/3/1/6/,4,Buyer,12-05-52,M,M,23-01-10,0,58,49,1,0423D8D0-1B14-4718-8C17-85E2F98D222F,29-06-14 22:00
257,381073001,adventure-works\eric2,/4/3/1/7/,4,Buyer,17-09-72,S,M,27-01-10,0,54,47,1,A28AB377-06F5-417A-A5E2-59F459088699,29-06-14 22:00
258,785853949,adventure-works\erin0,/4/3/1/8/,4,Buyer,04-01-71,S,F,31-01-10,0,53,46,1,B60712A9-50A5-4296-B892-69C4701834B0,29-06-14 22:00
259,20269531,adventure-works\ben0,/4/3/1/9/,4,Buyer,03-06-73,M,M,09-03-10,0,55,47,1,B9641CAE-765C-4662-B760-C167A1F2B8B5,29-06-14 22:00
260,437296311,adventure-works\annette0,/4/3/1/10/,4,Purchasing Assistant,29-01-78,M,F,06-12-10,0,50,45,1,9E03395F-4D5D-4A53-880E-174BD8C1DB59,29-06-14 22:00
261,280633567,adventure-works\reinout0,/4/3/1/11/,4,Purchasing Assistant,17-01-78,M,M,25-12-10,0,51,45,1,9825EB00-8E36-4506-93A2-6DDCDC0B13C3,29-06-14 22:00
262,231203233,adventure-works\david5,/4/4/,2,Assistant to the Chief Financial Officer,21-06-64,S,M,12-01-09,0,56,48,1,BE81FD77-428C-449F-AB79-48B1CDF53D6A,29-06-14 22:00
263,441044382,adventure-works\jean0,/5/,1,Information Services Manager,13-12-75,S,F,11-12-08,1,65,52,1,794A0B1F-C46A-401C-984D-008996FC7092,29-06-14 22:00
264,858323870,adventure-works\stephanie0,/5/1/,2,Network Manager,25-03-84,S,F,04-02-09,1,68,54,1,221CBB7B-8BAE-452B-A16F-A67EBB3873C8,29-06-14 22:00
265,749389530,adventure-works\ashvini0,/5/1/1/,3,Network Administrator,27-03-77,S,M,04-12-08,0,70,55,1,2E680C1C-7C02-4343-9626-6F97273414C0,29-06-14 22:00
266,672243793,adventure-works\peter1,/5/1/2/,3,Network Administrator,28-05-80,S,M,23-02-09,0,69,54,1,86601E6A-6955-40FC-BB4A-1053A843CE99,29-06-14 22:00
267,58317344,adventure-works\karen1,/5/2/,2,Application Specialist,19-05-78,S,F,16-02-09,1,74,57,1,45C3D0F5-3332-419D-AD40-A98996BB5531,29-06-14 22:00
268,314747499,adventure-works\ramesh0,/5/3/,2,Application Specialist,13-03-88,S,M,03-02-09,1,73,56,1,BE190269-4003-4D7F-809E-7B3FDC235DA8,29-06-14 22:00
269,671089628,adventure-works\dan0,/5/4/,2,Application Specialist,26-05-87,M,M,11-01-09,1,72,56,1,71B0D010-5AC5-4E91-8EFA-C311C1372A73,29-06-14 22:00
270,643805155,adventure-works\françois0,/5/5/,2,Database Administrator,17-05-75,S,M,17-01-09,1,67,53,1,0C7F025D-8D56-48EF-86C0-F09DB63D0182,29-06-14 22:00
271,929666391,adventure-works\dan1,/5/6/,2,Database Administrator,06-01-76,M,M,22-01-09,1,66,53,1,2474E1A9-902D-466C-B0B2-6DCAC927F753,29-06-14 22:00
272,525932996,adventure-works\janaina0,/5/7/,2,Application Specialist,30-01-85,M,F,23-12-08,1,71,55,1,241535C7-7A31-4A6A-9E0D-A83C30C2EDDA,29-06-14 22:00
273,112432117,adventure-works\brian3,/6/,1,Vice President of Sales,06-06-77,S,M,15-02-11,1,10,25,1,F3EC557C-8B41-4EE6-BB0C-E3B93AFF81E5,29-06-14 22:00
274,502097814,adventure-works\stephen0,/6/1/,2,North American Sales Manager,17-10-51,M,M,04-01-11,1,14,27,1,86D5FA9E-4BC0-48C8-91DC-1EC467418D11,29-06-14 22:00
275,841560125,adventure-works\michael9,/6/1/1/,3,Sales Representative,25-12-68,S,M,31-05-11,1,38,39,1,E19F8DE2-0F40-418C-84A2-DB48B98DC6A2,29-06-14 22:00
276,191644724,adventure-works\linda3,/6/1/2/,3,Sales Representative,27-02-80,M,F,31-05-11,1,27,33,1,4509F387-D73A-43DC-A502-B1C27AA1DC9E,29-06-14 22:00
277,615389812,adventure-works\jillian0,/6/1/3/,3,Sales Representative,29-08-62,S,F,31-05-11,1,24,32,1,A011C97B-081C-4739-996F-C1CAC4532F8D,29-06-14 22:00
278,234474252,adventure-works\garrett1,/6/1/4/,3,Sales Representative,04-02-75,M,M,31-05-11,1,33,36,1,50EECC16-0D0D-43A9-9649-016C06DE8D78,29-06-14 22:00
